Report,Province / area,Local government unit,Row type,Source locator,Population 2024,Barangays (as annexed),Barangays with a first-contact facility (as annexed),Barangays without a first-contact facility (as annexed),Rural health units (as annexed),Barangay health stations,Hospitals,Licensed beds,FIC %,FBD %,TB CNR,TB detection %,PhilPEN %,Stunting %,Population per RHU as printed,LIVE  Population per RHU,LIVE  Variance vs printed,LIVE  RHUs implied at the catchment standard (nearest),LIVE  RHU shortfall (nearest),LIVE  Above the catchment standard,LIVE  Barangays with a facility,LIVE  Barangay coverage share,"LIVE  Beds per 1,000 residents",Basis and caveat,LIVE  RHUs implied (rounded up),LIVE  RHU shortfall (rounded up),municipality_key,province_key,centroid_lat,centroid_lon,psgc_code,network_id,coordinate_precision,pathway_condition,pathway_condition_reason,pathway_counting_metric,pathway_condition_caveat,first_contact_nodes,unserved_barangays,first_contact_answer,nearest_referral_id,nearest_referral_lgu,nearest_referral_report,nearest_referral_distance_km,referral_answer,payment_answer,record_answer,referral_completion_answer
LDS,Lanao del Sur,Ganassi,LGU,LDS · ANNEX A · §A · p. 49,33897,32,,32.0,1,0,0.0,,6.6,72.0,72.5,11.5,0.8,5.1,33897.0,33897.0,0.0,2,1,Yes,0,0.0,,"Barangay column preserves the 1,159-node 2020 model geography; current administrative coverage is 1,164 barangays and a five-barangay crosswalk is outstanding. 'Without a facility' = barangays with no matched registered health station. No bed column is carried in this annex.",2,1,GANASSI,LANAODELSUR,7.806738586000051,124.10209025168804,1903609000.0,LDS::GANASSI,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 0.8% against the regional monitoring target of 25%.,0.8% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",1,32.0,"The current records show 1 place for a resident's first health visit: 1 Rural Health Unit and 0 Barangay Health Stations. 32 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",LDS::BINIDAYAN,Binidayan,LDS,6.0,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Binidayan, about 6.0 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","PhilHealth accreditation exists in the wider province, but the workbook does not connect accreditation, benefit use, and charge exposure to each LGU pathway.","FHSIS is partially transmitting: 7 of 33 assessed RHUs submit fully on time, 9 submit complete indicator data, and all assessed units carry data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
LDS,Lanao del Sur,Marogong,LGU,LDS · ANNEX A · §A · p. 49,33595,24,,19.0,1,5,0.0,,81.0,91.4,222.4,35.2,0.4,0.9,33595.0,33595.0,0.0,2,1,Yes,5,0.2083333333,,"Barangay column preserves the 1,159-node 2020 model geography; current administrative coverage is 1,164 barangays and a five-barangay crosswalk is outstanding. 'Without a facility' = barangays with no matched registered health station. No bed column is carried in this annex.",2,1,MAROGONG,LANAODELSUR,7.638403842500054,124.1718493423794,1903631000.0,LDS::MAROGONG,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 0.4% against the regional monitoring target of 25%.,0.4% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",6,19.0,"The current records show 6 places for a resident's first health visit: 1 Rural Health Unit and 5 Barangay Health Stations. 19 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",LDS::MALABANG,Malabang,LDS,11.9,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Malabang, about 11.9 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","PhilHealth accreditation exists in the wider province, but the workbook does not connect accreditation, benefit use, and charge exposure to each LGU pathway.","FHSIS is partially transmitting: 7 of 33 assessed RHUs submit fully on time, 9 submit complete indicator data, and all assessed units carry data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
LDS,Lanao del Sur,Poona Bayabao,LGU,LDS · ANNEX A · §A · p. 49,33307,25,,23.0,1,2,0.0,,39.9,97.0,110.6,17.5,24.7,1.1,33307.0,33307.0,0.0,2,1,Yes,2,0.08,,"Barangay column preserves the 1,159-node 2020 model geography; current administrative coverage is 1,164 barangays and a five-barangay crosswalk is outstanding. 'Without a facility' = barangays with no matched registered health station. No bed column is carried in this annex.",2,1,POONABAYABAO,LANAODELSUR,7.834934550500066,124.35312887804886,1903622000.0,LDS::POONABAYABAO,Municipality representative point,presumptive tuberculosis,TB detection is 17.5% against the two-year monitoring target of 40%.,17.5% TB detection ratio,"TB detection is derived from notifications against expected incidence, not a complete case register.",3,23.0,"The current records show 3 places for a resident's first health visit: 1 Rural Health Unit and 2 Barangay Health Stations. 23 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",LDS::TAMPARAN,Tamparan,LDS,4.8,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Tamparan, about 4.8 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","PhilHealth accreditation exists in the wider province, but the workbook does not connect accreditation, benefit use, and charge exposure to each LGU pathway.","FHSIS is partially transmitting: 7 of 33 assessed RHUs submit fully on time, 9 submit complete indicator data, and all assessed units carry data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
LDS,Lanao del Sur,Balabagan,LGU,LDS · ANNEX A · §A · p. 49,31227,27,,24.0,1,3,0.0,,56.6,96.1,356.9,56.5,1.2,28.1,31227.0,31227.0,0.0,2,1,Yes,3,0.1111111111,,"Barangay column preserves the 1,159-node 2020 model geography; current administrative coverage is 1,164 barangays and a five-barangay crosswalk is outstanding. 'Without a facility' = barangays with no matched registered health station. No bed column is carried in this annex.",2,1,BALABAGAN,LANAODELSUR,7.5280698325000515,124.14792594751816,1903602000.0,LDS::BALABAGAN,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 1.2% against the regional monitoring target of 25%.,1.2% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",4,24.0,"The current records show 4 places for a resident's first health visit: 1 Rural Health Unit and 3 Barangay Health Stations. 24 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",LDS::MALABANG,Malabang,LDS,16.3,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Malabang, about 16.3 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","PhilHealth accreditation exists in the wider province, but the workbook does not connect accreditation, benefit use, and charge exposure to each LGU pathway.","FHSIS is partially transmitting: 7 of 33 assessed RHUs submit fully on time, 9 submit complete indicator data, and all assessed units carry data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
LDS,Lanao del Sur,Bayang,LGU,LDS · ANNEX A · §A · p. 49,30227,49,,46.0,1,3,0.0,,81.0,0.0,36.6,5.8,2.2,0.5,30227.0,30227.0,0.0,2,1,Yes,3,0.0612244898,,"Barangay column preserves the 1,159-node 2020 model geography; current administrative coverage is 1,164 barangays and a five-barangay crosswalk is outstanding. 'Without a facility' = barangays with no matched registered health station. No bed column is carried in this annex.",2,1,BAYANG,LANAODELSUR,7.777338400000048,124.19353041148348,1903604000.0,LDS::BAYANG,Municipality representative point,pregnancy or delivery care,"Facility-based delivery is 0.0%, so birth-place access remains part of the patient pathway model.",0.0% facility-based delivery,"FBD is a service-coverage signal, not a clinical risk diagnosis.",4,46.0,"The current records show 4 places for a resident's first health visit: 1 Rural Health Unit and 3 Barangay Health Stations. 46 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",LDS::BINIDAYAN,Binidayan,LDS,4.7,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Binidayan, about 4.7 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","PhilHealth accreditation exists in the wider province, but the workbook does not connect accreditation, benefit use, and charge exposure to each LGU pathway.","FHSIS is partially transmitting: 7 of 33 assessed RHUs submit fully on time, 9 submit complete indicator data, and all assessed units carry data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
LDS,Lanao del Sur,Madalum,LGU,LDS · ANNEX A · §A · p. 49,30044,37,,36.0,1,1,0.0,,74.9,,72.2,11.4,2.6,0.0,30044.0,30044.0,0.0,2,1,Yes,1,0.02702702703,,"Barangay column preserves the 1,159-node 2020 model geography; current administrative coverage is 1,164 barangays and a five-barangay crosswalk is outstanding. 'Without a facility' = barangays with no matched registered health station. No bed column is carried in this annex.",2,1,MADALUM,LANAODELSUR,7.902477168000047,124.0829252481154,1903613000.0,LDS::MADALUM,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 2.6% against the regional monitoring target of 25%.,2.6% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",2,36.0,"The current records show 2 places for a resident's first health visit: 1 Rural Health Unit and 1 Barangay Health Station. 36 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",LDS::BALINDONG,Balindong,LDS,11.1,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Balindong, about 11.1 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","PhilHealth accreditation exists in the wider province, but the workbook does not connect accreditation, benefit use, and charge exposure to each LGU pathway.","FHSIS is partially transmitting: 7 of 33 assessed RHUs submit fully on time, 9 submit complete indicator data, and all assessed units carry data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
LDS,Lanao del Sur,Taraka,LGU,LDS · ANNEX A · §A · p. 49,29558,43,,41.0,1,2,0.0,,20.9,94.1,122.6,19.4,0.3,15.6,29558.0,29558.0,0.0,1,0,Yes,2,0.04651162791,,"Barangay column preserves the 1,159-node 2020 model geography; current administrative coverage is 1,164 barangays and a five-barangay crosswalk is outstanding. 'Without a facility' = barangays with no matched registered health station. No bed column is carried in this annex.",2,1,TARAKA,LANAODELSUR,7.898798732000046,124.34091202254204,1903627000.0,LDS::TARAKA,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 0.3% against the regional monitoring target of 25%.,0.3% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",3,41.0,"The current records show 3 places for a resident's first health visit: 1 Rural Health Unit and 2 Barangay Health Stations. 41 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",LDS::TAMPARAN,Tamparan,LDS,3.1,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Tamparan, about 3.1 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","PhilHealth accreditation exists in the wider province, but the workbook does not connect accreditation, benefit use, and charge exposure to each LGU pathway.","FHSIS is partially transmitting: 7 of 33 assessed RHUs submit fully on time, 9 submit complete indicator data, and all assessed units carry data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
LDS,Lanao del Sur,Saguiaran,LGU,LDS · ANNEX A · §A · p. 49,28807,30,,24.0,1,6,0.0,,70.6,100.0,189.1,29.9,0.0,1.9,28807.0,28807.0,0.0,1,0,Yes,6,0.2,,"Barangay column preserves the 1,159-node 2020 model geography; current administrative coverage is 1,164 barangays and a five-barangay crosswalk is outstanding. 'Without a facility' = barangays with no matched registered health station. No bed column is carried in this annex.",2,1,SAGUIARAN,LANAODELSUR,8.036116929500054,124.25308529157824,1903625000.0,LDS::SAGUIARAN,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 0.0% against the regional monitoring target of 25%.,0.0% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",7,24.0,"The current records show 7 places for a resident's first health visit: 1 Rural Health Unit and 6 Barangay Health Stations. 24 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",LDS::MARAWICITY,Marawi City,LDS,5.0,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Marawi City, about 5.0 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","PhilHealth accreditation exists in the wider province, but the workbook does not connect accreditation, benefit use, and charge exposure to each LGU pathway.","FHSIS is partially transmitting: 7 of 33 assessed RHUs submit fully on time, 9 submit complete indicator data, and all assessed units carry data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
LDS,Lanao del Sur,Bubong,LGU,LDS · ANNEX A · §A · p. 49,28733,36,,34.0,1,2,0.0,,102.7,94.4,129.8,20.5,0.0,21.9,28733.0,28733.0,0.0,1,0,Yes,2,0.05555555556,,"Barangay column preserves the 1,159-node 2020 model geography; current administrative coverage is 1,164 barangays and a five-barangay crosswalk is outstanding. 'Without a facility' = barangays with no matched registered health station. No bed column is carried in this annex.",2,1,BUBONG,LANAODELSUR,7.994893622500029,124.45818862805164,1903606000.0,LDS::BUBONG,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 0.0% against the regional monitoring target of 25%.,0.0% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",3,34.0,"The current records show 3 places for a resident's first health visit: 1 Rural Health Unit and 2 Barangay Health Stations. 34 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",LDS::MARAWICITY,Marawi City,LDS,19.1,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Marawi City, about 19.1 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","PhilHealth accreditation exists in the wider province, but the workbook does not connect accreditation, benefit use, and charge exposure to each LGU pathway.","FHSIS is partially transmitting: 7 of 33 assessed RHUs submit fully on time, 9 submit complete indicator data, and all assessed units carry data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
LDS,Lanao del Sur,Binidayan,LGU,LDS · ANNEX A · §A · p. 49,27031,26,,26.0,1,0,1.0,,85.2,21.2,55.7,8.8,2.4,30.2,27031.0,27031.0,0.0,1,0,Yes,0,0.0,,"Barangay column preserves the 1,159-node 2020 model geography; current administrative coverage is 1,164 barangays and a five-barangay crosswalk is outstanding. 'Without a facility' = barangays with no matched registered health station. No bed column is carried in this annex.",2,1,BINIDAYAN,LANAODELSUR,7.79446683650005,124.15483911665794,1903605000.0,LDS::BINIDAYAN,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 2.4% against the regional monitoring target of 25%.,2.4% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",1,26.0,"The current records show 1 place for a resident's first health visit: 1 Rural Health Unit and 0 Barangay Health Stations. 26 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",LDS::BINIDAYAN,Binidayan,LDS,0.0,"If the case needs inpatient care, the municipal row records a local hospital or inpatient receiving point. This does not confirm licensure, referral protocol, or actual admission.","PhilHealth accreditation exists in the wider province, but the workbook does not connect accreditation, benefit use, and charge exposure to each LGU pathway.","FHSIS is partially transmitting: 7 of 33 assessed RHUs submit fully on time, 9 submit complete indicator data, and all assessed units carry data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
LDS,Lanao del Sur,Ditsaan-Ramain,LGU,LDS · ANNEX A · §A · p. 49,26918,35,,32.0,1,3,0.0,,91.8,96.5,122.1,19.3,0.9,2.4,26918.0,26918.0,0.0,1,0,Yes,3,0.08571428571,,"Barangay column preserves the 1,159-node 2020 model geography; current administrative coverage is 1,164 barangays and a five-barangay crosswalk is outstanding. 'Without a facility' = barangays with no matched registered health station. No bed column is carried in this annex.",2,1,DITSAANRAMAIN,LANAODELSUR,7.99648385100005,124.34999778813898,1903624000.0,LDS::DITSAANRAMAIN,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 0.9% against the regional monitoring target of 25%.,0.9% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",4,32.0,"The current records show 4 places for a resident's first health visit: 1 Rural Health Unit and 3 Barangay Health Stations. 32 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",LDS::MARAWICITY,Marawi City,LDS,7.2,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Marawi City, about 7.2 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","PhilHealth accreditation exists in the wider province, but the workbook does not connect accreditation, benefit use, and charge exposure to each LGU pathway.","FHSIS is partially transmitting: 7 of 33 assessed RHUs submit fully on time, 9 submit complete indicator data, and all assessed units carry data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
LDS,Lanao del Sur,Tugaya,LGU,LDS · ANNEX A · §A · p. 49,26283,23,,22.0,1,1,0.0,,71.5,31.2,77.4,12.3,1.4,7.7,26283.0,26283.0,0.0,1,0,Yes,1,0.04347826087,,"Barangay column preserves the 1,159-node 2020 model geography; current administrative coverage is 1,164 barangays and a five-barangay crosswalk is outstanding. 'Without a facility' = barangays with no matched registered health station. No bed column is carried in this annex.",2,1,TUGAYA,LANAODELSUR,7.919427213500057,124.1311496052211,1903629000.0,LDS::TUGAYA,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 1.4% against the regional monitoring target of 25%.,1.4% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",2,22.0,"The current records show 2 places for a resident's first health visit: 1 Rural Health Unit and 1 Barangay Health Station. 22 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",LDS::BALINDONG,Balindong,LDS,5.7,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Balindong, about 5.7 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","PhilHealth accreditation exists in the wider province, but the workbook does not connect accreditation, benefit use, and charge exposure to each LGU pathway.","FHSIS is partially transmitting: 7 of 33 assessed RHUs submit fully on time, 9 submit complete indicator data, and all assessed units carry data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
LDS,Lanao del Sur,Butig,LGU,LDS · ANNEX A · §A · p. 49,25394,16,,14.0,1,2,0.0,,88.2,75.7,91.0,14.4,16.2,14.6,25394.0,25394.0,0.0,1,0,Yes,2,0.125,,"Barangay column preserves the 1,159-node 2020 model geography; current administrative coverage is 1,164 barangays and a five-barangay crosswalk is outstanding. 'Without a facility' = barangays with no matched registered health station. No bed column is carried in this annex.",2,1,BUTIG,LANAODELSUR,7.678881073500037,124.37589786477326,1903607000.0,LDS::BUTIG,Municipality representative point,presumptive tuberculosis,TB detection is 14.4% against the two-year monitoring target of 40%.,14.4% TB detection ratio,"TB detection is derived from notifications against expected incidence, not a complete case register.",3,14.0,"The current records show 3 places for a resident's first health visit: 1 Rural Health Unit and 2 Barangay Health Stations. 14 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",LDS::TAMPARAN,Tamparan,LDS,22.1,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Tamparan, about 22.1 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","PhilHealth accreditation exists in the wider province, but the workbook does not connect accreditation, benefit use, and charge exposure to each LGU pathway.","FHSIS is partially transmitting: 7 of 33 assessed RHUs submit fully on time, 9 submit complete indicator data, and all assessed units carry data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
LDS,Lanao del Sur,Lumbatan,LGU,LDS · ANNEX A · §A · p. 49,24988,21,,21.0,1,0,0.0,,58.9,78.7,142.5,22.5,0.4,0.4,24988.0,24988.0,0.0,1,0,Yes,0,0.0,,"Barangay column preserves the 1,159-node 2020 model geography; current administrative coverage is 1,164 barangays and a five-barangay crosswalk is outstanding. 'Without a facility' = barangays with no matched registered health station. No bed column is carried in this annex.",2,1,LUMBATAN,LANAODELSUR,7.743907855500055,124.2346680772062,1903612000.0,LDS::LUMBATAN,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 0.4% against the regional monitoring target of 25%.,0.4% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",1,21.0,"The current records show 1 place for a resident's first health visit: 1 Rural Health Unit and 0 Barangay Health Stations. 21 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",LDS::BINIDAYAN,Binidayan,LDS,10.4,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Binidayan, about 10.4 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","PhilHealth accreditation exists in the wider province, but the workbook does not connect accreditation, benefit use, and charge exposure to each LGU pathway.","FHSIS is partially transmitting: 7 of 33 assessed RHUs submit fully on time, 9 submit complete indicator data, and all assessed units carry data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
LDS,Lanao del Sur,Madamba,LGU,LDS · ANNEX A · §A · p. 49,24886,24,,23.0,1,1,0.0,,98.5,30.5,94.0,14.9,9.8,10.7,24886.0,24886.0,0.0,1,0,Yes,1,0.04166666667,,"Barangay column preserves the 1,159-node 2020 model geography; current administrative coverage is 1,164 barangays and a five-barangay crosswalk is outstanding. 'Without a facility' = barangays with no matched registered health station. No bed column is carried in this annex.",2,1,MADAMBA,LANAODELSUR,7.878093448000044,124.0235076949215,1903614000.0,LDS::MADAMBA,Municipality representative point,pregnancy or delivery care,"Facility-based delivery is 30.5%, so birth-place access remains part of the patient pathway model.",30.5% facility-based delivery,"FBD is a service-coverage signal, not a clinical risk diagnosis.",2,23.0,"The current records show 2 places for a resident's first health visit: 1 Rural Health Unit and 1 Barangay Health Station. 23 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",LDS::BINIDAYAN,Binidayan,LDS,17.2,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Binidayan, about 17.2 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","PhilHealth accreditation exists in the wider province, but the workbook does not connect accreditation, benefit use, and charge exposure to each LGU pathway.","FHSIS is partially transmitting: 7 of 33 assessed RHUs submit fully on time, 9 submit complete indicator data, and all assessed units carry data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
LDS,Lanao del Sur,Bacolod-Kalawi,LGU,LDS · ANNEX A · §A · p. 49,24381,26,,21.0,1,5,0.0,,86.9,43.2,96.9,15.3,0.2,10.8,24381.0,24381.0,0.0,1,0,Yes,5,0.1923076923,,"Barangay column preserves the 1,159-node 2020 model geography; current administrative coverage is 1,164 barangays and a five-barangay crosswalk is outstanding. 'Without a facility' = barangays with no matched registered health station. No bed column is carried in this annex.",2,1,BACOLODKALAWI,LANAODELSUR,7.895454456000039,124.1199735770136,1903601000.0,LDS::BACOLODKALAWI,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 0.2% against the regional monitoring target of 25%.,0.2% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",6,21.0,"The current records show 6 places for a resident's first health visit: 1 Rural Health Unit and 5 Barangay Health Stations. 21 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",LDS::BALINDONG,Balindong,LDS,7.3,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Balindong, about 7.3 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","PhilHealth accreditation exists in the wider province, but the workbook does not connect accreditation, benefit use, and charge exposure to each LGU pathway.","FHSIS is partially transmitting: 7 of 33 assessed RHUs submit fully on time, 9 submit complete indicator data, and all assessed units carry data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
LDS,Lanao del Sur,Buadiposo-Buntong,LGU,LDS · ANNEX A · §A · p. 49,23283,33,,30.0,1,3,0.0,,57.2,97.5,119.8,19.0,0.0,32.4,23283.0,23283.0,0.0,1,0,Yes,3,0.09090909091,,"Barangay column preserves the 1,159-node 2020 model geography; current administrative coverage is 1,164 barangays and a five-barangay crosswalk is outstanding. 'Without a facility' = barangays with no matched registered health station. No bed column is carried in this annex.",2,1,BUADIPOSOBUNTONG,LANAODELSUR,7.947222478500066,124.40228542686224,1903633000.0,LDS::BUADIPOSOBUNTONG,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 0.0% against the regional monitoring target of 25%.,0.0% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",4,30.0,"The current records show 4 places for a resident's first health visit: 1 Rural Health Unit and 3 Barangay Health Stations. 30 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",LDS::TAMPARAN,Tamparan,LDS,11.4,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Tamparan, about 11.4 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","PhilHealth accreditation exists in the wider province, but the workbook does not connect accreditation, benefit use, and charge exposure to each LGU pathway.","FHSIS is partially transmitting: 7 of 33 assessed RHUs submit fully on time, 9 submit complete indicator data, and all assessed units carry data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
LDS,Lanao del Sur,Kapatagan,LGU,LDS · ANNEX A · §A · p. 49,23228,15,,12.0,1,3,0.0,,66.3,77.5,311.2,49.3,2.9,0.2,23228.0,23228.0,0.0,1,0,Yes,3,0.2,,"Barangay column preserves the 1,159-node 2020 model geography; current administrative coverage is 1,164 barangays and a five-barangay crosswalk is outstanding. 'Without a facility' = barangays with no matched registered health station. No bed column is carried in this annex.",2,1,KAPATAGAN,LANAODELSUR,7.48559557300004,124.17603638568418,1903639000.0,LDS::KAPATAGAN,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 2.9% against the regional monitoring target of 25%.,2.9% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",4,12.0,"The current records show 4 places for a resident's first health visit: 1 Rural Health Unit and 3 Barangay Health Stations. 12 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",LDS::MALABANG,Malabang,LDS,21.9,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Malabang, about 21.9 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","PhilHealth accreditation exists in the wider province, but the workbook does not connect accreditation, benefit use, and charge exposure to each LGU pathway.","FHSIS is partially transmitting: 7 of 33 assessed RHUs submit fully on time, 9 submit complete indicator data, and all assessed units carry data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
